zip,post_district,comment,region,town,lat,lng
3997,Fürgangen,,VS,Bellwald,46.411389,8.151944
3998,Gluringen,,VS,Gluringen,46.4592672,8.2598737
3998,Reckingen VS,,VS,Reckingen VS,46.4592672,8.2598737
3999,Belvedere (Furka),,VS,Oberwald,46.576739,8.38835
3999,Gletsch,,VS,Oberwald,46.56224,8.36264
3999,Grimsel Passhöhe,,VS,Oberwald,46.532881,8.3454764
3999,Oberwald,,VS,Oberwald,46.532881,8.3454764
4000,Basel,,BS,Basel,47.4978346,7.5961692
4001,Basel 1 Rüdengasse,,BS,Basel,47.5569389,7.5888067
4002,Basel 2 Fächer,PO box only,BS,Basel,47.546539,7.593268
4005,Basel 5 St. Clara,PO box only,BS,Basel,47.5622282,7.5949609
4007,Basel,PO box only,BS,Basel,47.5686608,7.5896897
4009,Basel,PO box only,BS,Basel,47.55753,7.574411
4010,Basel,PO box only,BS,Basel,47.5514857,7.5920988
4012,Basel,PO box only,BS,Basel,47.563044,7.572229
4013,Basel,PO box only,BS,Basel,47.5704954,7.573687
4015,Basel,PO box only,BS,Basel,47.546334,7.564422
4016,Basel,PO box only,BS,Basel,47.4978346,7.5961692
4018,Basel,PO box only,BS,Basel,47.4978346,7.5961692
4019,Basel,PO box only,BS,Basel,47.581241,7.593781
4020,Basel,PO box only,BS,Basel,47.549353,7.607248
4023,Basel,PO box only,BL,Basel,47.533941,7.609142
4030,Basel 30 Flughafen,PO box only,BS,Basel,47.5995476,7.5314453
4031,Basel Universitätsspital,,BS,Basel Universitätsspital,47.5614646,7.5818488
4039,Basel,,BS,Basel,47.4978346,7.5961692
4040,Basel Verarbeitungszentrum,,BL,Basel,47.4978346,7.5961692
4041,Basel UBS,,BS,Basel UBS,47.4978346,7.5961692
4042,Basel PF Operations Center,,BL,Basel PF Operations Center,47.4978346,7.5961692
4051,Basel Zustellkreis,,BS,Basel,47.553724,7.5860708
4052,Basel Zustellkreis,,BS,Basel,47.5484185,7.6101654
4053,Basel Zustellkreis,,BS,Basel,47.5406123,7.5975674
4054,Basel,,BS,Basel,47.551158,7.5688813
4055,Basel,,BS,Basel,47.5612569,7.5655743
4056,Basel Zustellkreis,,BS,Basel,47.5705771,7.5740645
4057,Basel,,BS,Basel,47.574259,7.5930664
4058,Basel Zustellkreis,,BS,Basel,47.5656032,7.6117731
4059,Basel,,BS,Basel,47.5297931,7.5931705
4070,Basel,,BS,Basel,47.4978346,7.5961692
4075,Basel,,BS,Basel,47.4978346,7.5961692
4078,Basel Reader's Digest,,BS,Basel Reader's Digest,47.4978346,7.5961692
4089,Basel SPI GLS Retour,,BS,Basel SPI GLS Retour,47.4978346,7.5961692
4089,Basel SPILOG,,BS,Basel SPILOG,47.4978346,7.5961692
4091,Basel,,BS,Basel,47.4978346,7.5961692
4101,Bruderholz,,BL,Bruderholz,47.5284281,7.5811836
4102,Binningen,,BL,Binningen,47.5378697,7.5709878
4102,Binningen 1,PO box only,BL,Binningen 1,47.541892,7.573934
4102,Bottmingermühle,,BL,Binningen,47.5378697,7.5709878
4103,Bottmingen,,BL,Bottmingen,47.5233885,7.5723451
4104,Oberwil BL,,BL,Oberwil BL,47.5159745,7.5582003
4105,Biel-Benken BL,,BL,Biel-Benken BL,47.506272,7.5255321
4106,Therwil,,BL,Therwil,47.4990611,7.5532808
4107,Ettingen,,BL,Ettingen,47.4819119,7.5448507
4108,Witterswil,,SO,Witterswil,47.4859888,7.5226262
4112,Bättwil,,SO,Bättwil,47.4901324,7.5105407
4112,Bättwil-Flüh,PO box only,SO,Bättwil-Flüh,47.4863416,7.5037411
4112,Flüh,,SO,Flüh,47.485313,7.4986351
4114,Hofstetten SO,,SO,Hofstetten SO,47.4732561,7.5152288
4115,Mariastein,,SO,Mariastein,47.47002,7.48659
4116,Metzerlen,,SO,Metzerlen,47.46581,7.46488
4117,Burg im Leimental,,BL,Burg im Leimental,47.4576124,7.438715
4118,Rodersdorf,,SO,Rodersdorf,47.4803913,7.4566086
4123,Allschwil,,BL,Allschwil,47.5528925,7.5433615
4123,Allschwil 1,PO box only,BL,Allschwil 1,47.552655,7.545528
4123,Neuallschwil,,BL,Allschwil,47.5582521,7.5454249
4124,Schönenbuch,,BL,Schönenbuch,47.5372246,7.5020252
4125,Riehen,,BS,Riehen,47.5848274,7.6499111
4125,Riehen 1,PO box only,BS,Riehen 1,47.5737,7.65217
4126,Bettingen,,BS,Bettingen,47.5709866,7.6651414
4126,St. Chrischona,,BS,Bettingen,47.5722811,7.6805102
4127,Birsfelden,,BL,Birsfelden,47.5516505,7.6272499
4132,Freidorf BL,,BL,Muttenz,47.5366494,7.6279546
4132,Muttenz,,BL,Muttenz,47.5279292,7.6476369
4132,Muttenz 1,PO box only,BL,Muttenz 1,47.526629,7.647785
4133,Pratteln,,BL,Pratteln,47.5183198,7.6919889
4133,Pratteln 1,PO box only,BL,Pratteln 1,47.5226929,7.6863538
4133,Schweizerhalle,,BL,Pratteln,47.532277,7.670935
4142,Münchenstein,,BL,Münchenstein,47.5181311,7.6200423
4142,Münchenstein 1,PO box only,BL,Münchenstein 1,47.5217,7.6077
4143,Dornach,,SO,Dornach,47.4790491,7.6170412
4143,Oberdornach,,SO,Dornach,47.4790491,7.6170412
4144,Arlesheim,,BL,Arlesheim,47.499576,7.6192212
4145,Gempen,,SO,Gempen,47.475503,7.6588368
4146,Hochwald,,SO,Hochwald,47.4574646,7.6431883
4147,Aesch BL,,BL,Aesch BL,47.4672734,7.5979344
4147,Angenstein,,BL,Aesch BL,47.4643466,7.6043707
4148,Pfeffingen,,BL,Pfeffingen,47.4586328,7.5900291
4153,Neureinach,,BL,Reinach BL,47.4906819,7.5894365
4153,Reinach BL,,BL,Reinach BL,47.4906819,7.5894365
4153,Reinach BL 1,PO box only,BL,Reinach BL 1,47.5072487,7.5948532
4202,Duggingen,,BL,Duggingen,47.4527468,7.6050304
4203,Grellingen,,BL,Grellingen,47.4409994,7.5905459
4204,Himmelried,,SO,Himmelried,47.42219,7.59808
4206,Seewen SO,,SO,Seewen SO,47.4251475,7.6459703
4207,Bretzwil,,BL,Bretzwil,47.3978882,7.652801
4208,Engi,,SO,Nunningen,47.4025,7.60982
4208,Nunningen,,SO,Nunningen,47.3934555,7.619469
4222,Zwingen,,BL,Zwingen,47.4355613,7.5261584
4223,Blauen,,BL,Blauen,47.4501556,7.5187797
4224,Nenzlingen,,BL,Nenzlingen,47.447616,7.5619487
4225,Brislach,,BL,Brislach,47.41885,7.5427693
4226,Breitenbach,,SO,Breitenbach,47.4078254,7.5438767
4227,Büsserach,,SO,Büsserach,47.391439,7.5399922
4228,Erschwil,,SO,Erschwil,47.3732135,7.5411714
4229,Beinwil SO,,SO,Beinwil SO,47.3597585,7.5925509
4232,Fehren,,SO,Fehren,47.3964567,7.5791849
4233,Meltingen,,SO,Meltingen,47.3880797,7.589463
4234,Oberkirch SO,,SO,Zullwil,47.3935123,7.6080944
4234,Zullwil,,SO,Zullwil,47.3911661,7.5998324
4242,Laufen,,BL,Laufen,47.4204213,7.5004874
4243,Dittingen,,BL,Dittingen,47.4408378,7.4975373
4244,Röschenz,,BL,Röschenz,47.4247907,7.4758944
4245,Huggerwald,,SO,Kleinlützel,47.42083,7.43383
4245,Kleinlützel,,SO,Kleinlützel,47.4254097,7.4185133
4246,Wahlen b. Laufen,,BL,Wahlen b. Laufen,47.394982,7.506458
4247,Grindel,,SO,Grindel,47.3816819,7.5018167
4252,Bärschwil,,SO,Bärschwil,47.3823812,7.4722402
4252,Bärschwil Dorf,PO box only,SO,Bärschwil Dorf,47.3823812,7.4722402
4252,Wiler SO,,SO,Bärschwil,47.3933,7.47386
4253,Liesberg,,BL,Liesberg,47.389894,7.4336031
4254,Liesberg Dorf,,BL,Liesberg Dorf,47.4081718,7.4175396
4302,Augst BL,,BL,Augst BL,47.53389,7.72135
4303,Kaiseraugst,,AG,Kaiseraugst,47.5380277,7.7289624
4303,Kaiseraugst Liebrüti,PO box only,AG,Kaiseraugst Liebrüti,47.534804,7.7287096
4304,Giebenach,,BL,Giebenach,47.5231661,7.7449933
4305,Olsberg,,AG,Olsberg,47.5207317,7.7832254
4310,Rheinfelden,,AG,Rheinfelden,47.55219,7.7922914
4310,Rheinfelden 1,PO box only,AG,Rheinfelden 1,47.5531853,7.7947763
4312,Magden,,AG,Magden,47.5221495,7.8165348
4313,Möhlin,,AG,Möhlin,47.5591304,7.8442531
4313,Riburg,,AG,Möhlin,47.567492,7.839517
4314,Zeiningen,,AG,Zeiningen,47.5432658,7.8721205
4315,Zuzgen,,AG,Zuzgen,47.5259235,7.9003293
4316,Hellikon,,AG,Hellikon,47.5099292,7.9241818
4317,Wegenstetten,,AG,Wegenstetten,47.5000892,7.9339832
4322,Mumpf,,AG,Mumpf,47.5461315,7.9196279
4323,Wallbach,,AG,Wallbach,47.5591058,7.9042193
4324,Obermumpf,,AG,Obermumpf,47.5299957,7.9363006
4325,Schupfart,,AG,Schupfart,47.5134984,7.9653934
4332,Stein AG,,AG,Stein AG,47.5448771,7.9525948
4333,Münchwilen AG,,AG,Münchwilen AG,47.5343582,7.9617309
4334,Sisseln AG,,AG,Sisseln AG,47.553698,7.990334
4402,Frenkendorf,,BL,Frenkendorf,47.5035123,7.7131296
4410,Liestal,,BL,Liestal,47.4866143,7.7334272
4411,Seltisberg,,BL,Seltisberg,47.4597027,7.7174137
4412,Nuglar,,SO,Nuglar,47.4713633,7.6927575
4413,Büren SO,,SO,Büren SO,47.4429371,7.674732
4414,Füllinsdorf,,BL,Füllinsdorf,47.5055922,7.7298829
4415,Lausen,,BL,Lausen,47.4729163,7.7593955
4416,Bubendorf,,BL,Bubendorf,47.4489146,7.7360721
4417,Ziefen,,BL,Ziefen,47.4314838,7.7055069
4418,Reigoldswil,,BL,Reigoldswil,47.3977342,7.69204
4419,Lupsingen,,BL,Lupsingen,47.4467057,7.6953567
4421,St. Pantaleon,,SO,St. Pantaleon,47.46177,7.69036
4422,Arisdorf,,BL,Arisdorf,47.5129592,7.7652075
4423,Hersberg,,BL,Hersberg,47.4922007,7.7833916
4424,Arboldswil,,BL,Arboldswil,47.41588,7.71721
4425,Titterten,,BL,Titterten,47.4018846,7.7174678
4426,Lauwil,,BL,Lauwil,47.3901548,7.675683
4431,Bennwil,,BL,Bennwil,47.4037697,7.7804805
4432,Lampenberg,,BL,Lampenberg,47.42523,7.75871
4433,Ramlinsburg,,BL,Ramlinsburg,47.44893,7.76449
4434,Hölstein,,BL,Hölstein,47.42396,7.77001
4435,Niederdorf,,BL,Niederdorf,47.407313,7.7525983
4436,Liedertswil,,BL,Liedertswil,47.391511,7.7185492
4436,Oberdorf BL,,BL,Oberdorf BL,47.3936614,7.7492826
4437,Waldenburg,,BL,Waldenburg,47.3815278,7.7469396
4438,Langenbruck,,BL,Langenbruck,47.3483495,7.7686817
4441,Thürnen,,BL,Thürnen,47.4560149,7.8290735
4442,Diepflingen,,BL,Diepflingen,47.446398,7.8373699
4443,Wittinsburg,,BL,Wittinsburg,47.4246342,7.8409937
4444,Rümlingen,,BL,Rümlingen,47.4250763,7.8479117
4444,Sommerau,,BL,Rümlingen,47.4385453,7.8533136
4445,Häfelfingen,,BL,Häfelfingen,47.4150792,7.8659947
4446,Buckten,,BL,Buckten,47.4101428,7.8446974
4447,Känerkinden,,BL,Känerkinden,47.4121609,7.8372211
4448,Dietisberg b. Läufelfingen,,BL,Läufelfingen,47.3999989,7.8337537
4448,Läufelfingen,,BL,Läufelfingen,47.3950432,7.8558408
4450,Sissach,,BL,Sissach,47.4643945,7.810661
4451,Wintersingen,,BL,Wintersingen,47.49451,7.82369
4452,Itingen,,BL,Itingen,47.4671523,7.7851197
4453,Nusshof,,BL,Nusshof,47.4917533,7.8043541
4455,Zunzgen,,BL,Zunzgen,47.4517957,7.8077705
4456,Tenniken,,BL,Tenniken,47.43708,7.81173
4457,Diegten,,BL,Diegten,47.413336,7.8112119
4458,Eptingen,,BL,Eptingen,47.3854855,7.8203957
4460,Gelterkinden,,BL,Gelterkinden,47.4656125,7.8560314
4461,Böckten,,BL,Böckten,47.4626895,7.8361995
4462,Rickenbach BL,,BL,Rickenbach BL,47.4845202,7.8505571
4463,Buus,,BL,Buus,47.5054627,7.8645192
4464,Maisprach,,BL,Maisprach,47.5238529,7.8468307
4465,Hemmiken,,BL,Hemmiken,47.4887554,7.8925242
4466,Ormalingen,,BL,Ormalingen,47.4687391,7.8761325
4467,Rothenfluh,,BL,Rothenfluh,47.4611393,7.9132149
4468,Kienberg,,SO,Kienberg,47.4396888,7.96617
4469,Anwil,,BL,Anwil,47.4505604,7.9409359
4492,Tecknau,,BL,Tecknau,47.4485139,7.8857915
4493,Wenslingen,,BL,Wenslingen,47.44028,7.90822
4494,Oltingen,,BL,Oltingen,47.4330669,7.9353781
4495,Zeglingen,,BL,Zeglingen,47.4175307,7.9042312
4496,Kilchberg BL,,BL,Kilchberg BL,47.42602,7.8983239
4497,Rünenberg,,BL,Rünenberg,47.4327804,7.883887
4500,Solothurn,,SO,Solothurn,47.2088348,7.532291
4501,Solothurn 1 Fächer,PO box only,SO,Solothurn,47.21055,7.5372803
4502,Solothurn 2 Stadt,PO box only,SO,Solothurn,47.2080216,7.5321574
4503,Solothurn 3 Weststadt,PO box only,SO,Solothurn,47.2092323,7.5217846
4509,Solothurn,,SO,Solothurn,47.21055,7.5372803
4512,Bellach,,SO,Bellach,47.2130237,7.5002095
4513,Langendorf,,SO,Langendorf,47.2216911,7.514949
4514,Lommiswil,,SO,Lommiswil,47.2252887,7.4724793
4515,Oberdorf SO,,SO,Oberdorf SO,47.2387859,7.4890057
4515,Weissenstein b. Solothurn,,SO,Weissenstein b. Solothurn,47.2525,7.51052
4522,Rüttenen,,SO,Rüttenen,47.2311852,7.531701
4523,Niederwil SO,,SO,Niederwil SO,47.2456575,7.5710127
4524,Balmberg,,SO,Balmberg,47.26388,7.53918
4524,Günsberg,,SO,Günsberg,47.2565066,7.5762305
4524,Oberbalmberg,,SO,Oberbalmberg,47.26421,7.54041
4525,Balm b. Günsberg,,SO,Balm b. Günsberg,47.2568557,7.5502151
4528,Bleichenberg,,SO,Zuchwil,47.1984724,7.550672
4528,Zuchwil,,SO,Zuchwil,47.203546,7.5579858
4532,Feldbrunnen,,SO,Feldbrunnen,47.2200407,7.5560703
4532,St. Niklaus SO,,SO,Feldbrunnen,47.2221599,7.5447589
4533,Attisholz,,SO,Riedholz,47.2262844,7.5783954
4533,Riedholz,,SO,Riedholz,47.2301841,7.5653554
4534,Flumenthal,,SO,Flumenthal,47.2354685,7.5978716
4535,Hubersdorf,,SO,Hubersdorf,47.2433149,7.5885493
4535,Kammersrohr,,SO,Kammersrohr,47.25583,7.59296
4536,Attiswil,,BE,Attiswil,47.2471427,7.6131632
4537,Dettenbühl,,BE,Wiedlisbach,47.2512653,7.6453444
4537,Wiedlisbach,,BE,Wiedlisbach,47.2512653,7.6453444
4538,Oberbipp,,BE,Oberbipp,47.2620667,7.6598349
4539,Farnern,,BE,Farnern,47.26645,7.62193
4539,Rumisberg,,BE,Rumisberg,47.2634772,7.6421566
4542,Luterbach,,SO,Luterbach,47.2151651,7.5866469
4542,Luterbach-Attisholz,,SO,Luterbach,47.2195552,7.5798124
4543,Deitingen,,SO,Deitingen,47.21378,7.62088
4551,Derendingen Swisscom,,SO,Derendingen Swisscom,47.20984,7.58619
4552,Derendingen,,SO,Derendingen,47.1952433,7.5855931
4553,Subingen,,SO,Subingen,47.195658,7.6140497
4554,Etziken,,SO,Etziken,47.1876571,7.6484107
4554,Hüniken,,SO,Hüniken,47.1848142,7.6374872
4556,Aeschi SO,,SO,Aeschi SO,47.1781859,7.6628849
4556,Bolken,,SO,Bolken,47.1932873,7.6631946
4556,Burgäschi,,SO,Burgäschi,47.1732152,7.6705243
4556,Steinhof SO,,SO,Steinhof SO,47.1781859,7.6628849
4557,Horriwil,,SO,Horriwil,47.1818497,7.6220212
4558,Heinrichswil,,SO,Heinrichswil,47.1604805,7.6343538
4558,Hersiwil,,SO,Hersiwil,47.1669971,7.6356642
4558,Winistorf,,SO,Winistorf,47.1529059,7.6501014
4562,Biberist,,SO,Biberist,47.1859517,7.5462127
4562,Bleichenberg,,SO,Biberist,47.1913189,7.5586454
4563,Gerlafingen,,SO,Gerlafingen,47.1707295,7.5731416
4564,Obergerlafingen,,SO,Obergerlafingen,47.1614,7.58404
4564,Zielebach,,BE,Zielebach,47.1586303,7.5765185
4565,Recherswil,,SO,Recherswil,47.1624829,7.5937492
4566,Halten,,SO,Halten,47.1703736,7.6035786
4566,Kriegstetten,,SO,Kriegstetten,47.1746615,7.5980626
4566,Oekingen,,SO,Oekingen,47.1795032,7.6042776
4571,Ichertswil,,SO,Ichertswil,47.15967,7.49952
4571,Lüterkofen,,SO,Lüterkofen,47.1639611,7.5096153
4573,Lohn-Ammannsegg,,SO,Lohn-Ammannsegg,47.1707062,7.5306002
4574,Lüsslingen,,SO,Lüsslingen,47.1902643,7.5011947
4574,Nennigkofen,,SO,Nennigkofen,47.1875806,7.4943821
4576,Tscheppach,,SO,Tscheppach,47.1475099,7.4799353
4577,Hessigkofen,,SO,Hessigkofen,47.1413,7.46606
4578,Bibern SO,,SO,Bibern SO,47.1453307,7.4555329
4579,Gossliwil,,SO,Gossliwil,47.1374,7.43445
4581,Küttigkofen,,SO,Küttigkofen,47.15039,7.51541
4582,Brügglen,,SO,Brügglen,47.1428457,7.4963628
4583,Aetigkofen,,SO,Aetigkofen,47.1256,7.46644
4583,Mühledorf SO,,SO,Mühledorf SO,47.1319591,7.4727155
4584,Gächliwil,,SO,Gächliwil,47.1287684,7.4480339
4584,Lüterswil,,SO,Lüterswil,47.1208945,7.438119
4585,Biezwil,,SO,Biezwil,47.1138493,7.4172105
4586,Buchegg,,SO,Kyburg-Buchegg,47.1419033,7.5078757
4586,Kyburg Bad,,SO,Kyburg-Buchegg,47.138841,7.513768
4586,Kyburg-Buchegg,,SO,Kyburg-Buchegg,47.1420051,7.5101106
4587,Aetingen,,SO,Aetingen,47.1326529,7.4995143
4588,Brittern,,SO,Brittern,47.1209852,7.4898816
4588,Oberramsern,,SO,Oberramsern,47.1143047,7.4625737
4588,Unterramsern,,SO,Unterramsern,47.1190943,7.4822579
4600,Olten,,SO,Olten,47.3499624,7.9037033
4601,Olten 1 Fächer,PO box only,SO,Olten 1 Fächer,47.3506543,7.899974
4609,Olten Sonderdienste,,SO,Olten Sonderdienste,47.3509,7.90366
4612,Kleinwangen b. Olten,,SO,Wangen b. Olten,47.3383062,7.8726252
4612,Wangen b. Olten,,SO,Wangen b. Olten,47.3511464,7.8654514
4613,Rickenbach SO,,SO,Rickenbach SO,47.3431994,7.8557526
4614,Hägendorf,,SO,Hägendorf,47.3331438,7.843562
4615,Allerheiligenberg,,SO,Allerheiligenberg,47.35233,7.81498
4616,Kappel SO,,SO,Kappel SO,47.3221701,7.8574229
4617,Gunzgen,,SO,Gunzgen,47.3163205,7.8286316
4618,Boningen,,SO,Boningen,47.306647,7.8563888
4622,Egerkingen,,SO,Egerkingen,47.3214014,7.7936947
4623,Neuendorf,,SO,Neuendorf,47.2982329,7.7963378
4624,Härkingen,,SO,Härkingen,47.3073359,7.8189943
4625,Oberbuchsiten,,SO,Oberbuchsiten,47.3093912,7.7658565
4626,Niederbuchsiten,,SO,Niederbuchsiten,47.2970819,7.7713269
4628,Wolfwil,,SO,Wolfwil,47.2694021,7.795551
4629,Fulenbach,,SO,Fulenbach,47.277499,7.8363651
4632,Trimbach,,SO,Trimbach,47.3639385,7.9040922
4633,Hauenstein,,SO,Hauenstein,47.3686646,7.8613062
4633,Ifenthal,,SO,Hauenstein,47.37237,7.85041
4634,Wisen SO,,SO,Wisen SO,47.3929646,7.8869345
4652,Winznau,,SO,Winznau,47.3646619,7.9337108
4653,Obergösgen,,SO,Obergösgen,47.3645336,7.9512558
4654,Lostorf,,SO,Lostorf,47.3842634,7.9489303
4654,Mahren,,SO,Lostorf,47.38041,7.91757
4655,Rohr b. Olten,,SO,Rohr b. Olten,47.4034166,7.9641695
4655,Stüsslingen,,SO,Stüsslingen,47.393752,7.9706516
4656,Starrkirch-Wil,,SO,Starrkirch-Wil,47.3464105,7.92635
4656,Wil b. Starrkirch,,SO,Starrkirch-Wil,47.3444581,7.9266112
4657,Dulliken,,SO,Dulliken,47.3492274,7.944903
4658,Däniken SO,,SO,Däniken SO,47.3548887,7.9821872
4658,Grod,,SO,Däniken SO,47.3368193,7.9950938
4663,Aarburg,,AG,Aarburg,47.3205914,7.9066923
4665,Oftringen,,AG,Oftringen,47.3129528,7.9198655
4665,Oftringen 1,PO box only,AG,Oftringen 1,47.3132216,7.9391256
4665,Oftringen 2 Küngoldingen,PO box only,AG,Oftringen 2,47.3039603,7.943941
4702,Oensingen,,SO,Oensingen,47.2902794,7.7158736
4703,Kestenholz,,SO,Kestenholz,47.2822798,7.7525681
4704,Niederbipp,,BE,Niederbipp,47.2716158,7.6907179
4704,Wolfisberg,,BE,Wolfisberg,47.2727601,7.6612678
4710,Balsthal,,SO,Balsthal,47.3095856,7.6883283
4710,St. Wolfgang SO,,SO,Balsthal,47.32177,7.70994
4712,Höngen,,SO,Laupersdorf,47.3204393,7.6741016
4712,Laupersdorf,,SO,Laupersdorf,47.3118615,7.6520415
4713,Matzendorf,,SO,Matzendorf,47.308306,7.6264821
4714,Aedermannsdorf,,SO,Aedermannsdorf,47.3098669,7.6030539
4715,Herbetswil,,SO,Herbetswil,47.2921003,7.5744759
4716,Gänsbrunnen,,SO,Gänsbrunnen,47.2630468,7.4683316
4716,Welschenrohr,,SO,Welschenrohr,47.28078,7.5278296
4717,Brunnersberg,,SO,Mümliswil,47.33237,7.62633
4717,Mümliswil,,SO,Mümliswil,47.34168,7.70167
4718,Holderbank SO,,SO,Holderbank SO,47.3301917,7.7398961
4719,Ramiswil,,SO,Ramiswil,47.3457375,7.6584759
4800,Zofingen,,AG,Zofingen,47.2858886,7.9552286
4801,Zofingen Ringier AG,,AG,Zofingen Ringier AG,47.2526345,7.8577312
4802,Strengelbach,,AG,Strengelbach,47.2790777,7.9290323
4803,Vordemwald,,AG,Vordemwald,47.2760602,7.9017632
4805,Brittnau,,AG,Brittnau,47.2597136,7.9469694
4806,Adelboden b. Wikon,,LU,Wikon,47.2696378,7.9623653
4806,Wikon,,LU,Wikon,47.2631648,7.9638448
4807,Zofingen PostFinance,,AG,Zofingen PostFinance,47.2526345,7.8577312
4808,Zofingen PostFinance,,AG,Zofingen PostFinance,47.2526345,7.8577312
4809,Zofingen Postfinance UBS,,AG,Zofingen Postfinance UBS,47.2526345,7.8577312
4809,Zofingen PostFinance UBS Verarbeitung,,AG,Zofingen PF UBS Verarb.,47.2526345,7.8577312
4812,Mühlethal,,AG,Mühlethal,47.302774,7.979168
4813,Hinterwil b. Uerkheim,,AG,Uerkheim,47.3040401,8.0117518
4813,Uerkheim,,AG,Uerkheim,47.3050217,8.0249072
4814,Bottenwil,,AG,Bottenwil,47.2857941,8.0065335
4852,Rothrist,,AG,Rothrist,47.302214,7.8774496
4853,Murgenthal,,AG,Murgenthal,47.2731037,7.8558144
4853,Riken AG,,AG,Riken AG,47.275753,7.8494148
4853,Walliswil AG,,AG,Murgenthal,47.2731037,7.8558144
4856,Balzenwil,,AG,Glashütten,47.24432,7.87747
4856,Glashütten,,AG,Glashütten,47.2577279,7.8453889
4900,Langenthal,,BE,Langenthal,47.2120786,7.7905623
4901,Langenthal,PO box only,BE,Langenthal,47.2952463,8.0831961
4902,Langenthal,PO box only,BE,Langenthal,47.2952463,8.0831961
4911,Schwarzhäusern,,BE,Schwarzhäusern,47.2519786,7.7666302
4912,Aarwangen,,BE,Aarwangen,47.2377902,7.7708422
4912,Hard-Mumenthal,,BE,Aarwangen,47.233817,7.774871
4912,Meiniswil,,BE,Aarwangen,47.2311967,7.7406455
4912,Mumenthal,,BE,Aarwangen,47.23708,7.78243
4913,Bannwil,,BE,Bannwil,47.2402164,7.7374783
4914,Roggwil BE,,BE,Roggwil BE,47.2405859,7.8235104
4915,St. Urban,,LU,St. Urban,47.2324864,7.838018
4916,Untersteckholz,,BE,Untersteckholz,47.2074358,7.8440321
4917,Busswil b. Melchnau,,BE,Busswil b. Melchnau,47.1858372,7.8316284
4917,Melchnau,,BE,Melchnau,47.1822492,7.8515746
4919,Reisiswil,,BE,Reisiswil,47.1642665,7.8447021
4922,Bützberg,,BE,Bützberg,47.21439,7.74382
4922,Thunstetten,,BE,Thunstetten,47.216206,7.7485408
4923,Wynau,,BE,Wynau,47.2571395,7.8210167
4924,Obersteckholz,,BE,Obersteckholz,47.199536,7.8183107
4932,Gutenburg,,BE,Gutenburg,47.1824459,7.7938121
4932,Lotzwil,,BE,Lotzwil,47.1896436,7.7916592
4933,Rütschelen,,BE,Rütschelen,47.17234,7.77311
4934,Madiswil,,BE,Madiswil,47.1582636,7.812177
4934,Mättenbach,,BE,Madiswil,47.16228,7.8216
4934,Wyssbach,,BE,Madiswil,47.14571,7.8248
4935,Leimiswil,,BE,Leimiswil,47.1494713,7.7643456
4935,Lindenholz,,BE,Leimiswil,47.15488,7.78867
4936,Kleindietwil,,BE,Kleindietwil,47.14628,7.7899719
4937,Ursenbach,,BE,Ursenbach,47.1366438,7.7724146
4938,Rohrbach,,BE,Rohrbach,47.1359115,7.8125333
4938,Rohrbachgraben,,BE,Rohrbachgraben,47.1212329,7.8029185
4942,Walterswil BE,,BE,Walterswil BE,47.1021245,7.7729671
4943,Oeschenbach,,BE,Oeschenbach,47.1145361,7.7528802
4944,Auswil,,BE,Auswil,47.1366103,7.8419532
4950,Huttwil,,BE,Huttwil,47.1061468,7.857353
4952,Eriswil,,BE,Eriswil,47.079899,7.850674
4953,Schwarzenbach (Huttwil),,BE,Schwarzenbach (Huttwil),47.10228,7.82375
4953,Schweinbrunnen,,BE,Schwarzenbach (Huttwil),47.0939402,7.8153813
4954,Wyssachen,,BE,Wyssachen,47.0787116,7.8284601
4955,Gondiswil,,BE,Gondiswil,47.1457854,7.8721739
5000,Aarau,,AG,Aarau,47.3879577,8.044136
5001,Aarau 1 Fächer,PO box only,AG,Aarau 1 Fächer,47.388479,8.059351
5004,Aarau 4 Telli,,AG,Aarau,47.398553,8.058572
5012,Eppenberg,,SO,Eppenberg,47.3759858,8.0238616
5012,Schönenwerd,,SO,Schönenwerd,47.3736954,8.0023269
5012,Wöschnau,,SO,Wöschnau,47.3850355,8.023878
5013,Niedergösgen,,SO,Niedergösgen,47.3729363,7.9922617
5014,Gretzenbach,,SO,Gretzenbach,47.3603017,7.9951019
5015,Erlinsbach SO,,SO,Erlinsbach SO,47.4009409,7.9996051
5017,Barmelweid,,AG,Barmelweid,47.420132,7.9718766
5018,Erlinsbach,,AG,Erlinsbach,47.420277,8.0050611
5022,Rombach,,AG,Rombach,47.4032505,8.0474351
5023,Biberstein,,AG,Biberstein,47.4137159,8.0813767
5024,Küttigen,,AG,Küttigen,47.4274549,8.0432782
5025,Asp,,AG,Asp,47.4435887,8.0492781
5025,Herzberg,,AG,Asp,47.4364,8.04701
5025,Staffelegg,,AG,Asp,47.4338,8.06053
5026,Densbüren,,AG,Densbüren,47.4556369,8.0633576
5027,Herznach,,AG,Herznach,47.4742674,8.0507173
5028,Ueken,,AG,Ueken,47.4825893,8.0525308
5032,Aarau Rohr,,AG,Aarau Rohr,47.4074056,8.0828358
5033,Buchs AG,,AG,Buchs AG,47.3924919,8.0846182
5034,Suhr,,AG,Suhr,47.370902,8.0795037
5035,Unterentfelden,,AG,Unterentfelden,47.3673267,8.0444396
5036,Oberentfelden,,AG,Oberentfelden,47.3564731,8.0467514
5037,Muhen,,AG,Muhen,47.3323843,8.0555306
